word	semantic field	form-image association pattern	non iconic	languages	urls	Location	Personification	Action	Parts/wholes
desert	nature	tracing+contour	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/40341.mp4	0+0	0+0	0+0	0+0
desert	nature	handling&tracing	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/198662.mp4	0&0	1&0	1&0	0&0
desert	nature	handling&tracing	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/123818.mp4	0&0	1&0	1&0	0&0
desert	nature	handling&tracing	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/88885.mp4	0&0	1&0	1&0	0&0
desert	nature	tracing	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/251558.mp4	0	0	0	0
desert	nature	-	nonicon	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/283040.mp4	-	-	-	-
desert	nature	handling&tracing	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/40346.mp4	0&0	1&0	1&0	0&0
desert	nature	handling&tracing	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/40342.mp4	0&0	1&0	1&0	0&0
desert	nature	tracing+contour	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/42909.mp4	0+0	0+0	0+0	0+0
desert	nature	tracing	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/40344.mp4	0	0	0	0
desert	nature	-	nonicon	Greek Sign Language	https://media.spreadthesign.com/video/mp4/38/193968.mp4	-	-	-	-
desert	nature	handling&contour+tracing	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/67781.mp4	0&0+0	1&0+0	1&0+0	1&0+0
desert	nature	handling&tracing	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/67631.mp4	0&0	1&0	1&0	1&0
desert	nature	contour	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/159210.mp4	0	0	0	1
wave	nature	object+contour	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/22247.mp4	0+0	0+0	1+0	0+0
wave	nature	object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/69461.mp4	0	0	1	0
wave	nature	object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/22244.mp4	0	0	1	0
wave	nature	tracing	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/41453.mp4	0	0	0	0
wave	nature	object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/106373.mp4	0	0	1	0
wave	nature	object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/173048.mp4	0	0	1	0
wave	nature	object+contour	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/22243.mp4	0+0	0+0	1+0	0+0
wave	nature	tracing+object	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/22242.mp4	0+0	0+0	0+0	1+0
wave	nature	tracing	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/22245.mp4	0	0	0	0
wave	nature	tracing	0	Greek Sign Language	https://media.spreadthesign.com/video/mp4/38/212647.mp4	0	0	0	0
wave	nature	tracing&-	0&dactyl	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/103439.mp4	0&-	0&-	0&-	0&-
wave	nature	tracing	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/81796.mp4	0	0	0	0
wave	nature	tracing	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/86922.mp4	0	0	0	0
spoon	instruments	handling	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/11829.mp4	1	1	1	0
spoon	instruments	handling	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/11820.mp4	0	1	1	0
spoon	instruments	object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/59596.mp4	1	0	1	0
spoon	instruments	handling	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/11825.mp4	1	1	1	0
spoon	instruments	handling	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/11823.mp4	1	1	1	0
spoon	instruments	handling&object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/178120.mp4	1&1	1&0	1&1	0&0
spoon	instruments	handling	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/11828.mp4	1	1	1	0
spoon	instruments	object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/219042.mp4	1	0	1	0
spoon	instruments	handling+object	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/11821.mp4	1+0	1+1	1+0	0+0
spoon	instruments	handling	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/11826.mp4	1	1	1	0
spoon	instruments	tracing&handling	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/11822.mp4	0&1	0&1	0&1	0&0
spoon	instruments	handling	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/11824.mp4	0	1	1	0
spoon	instruments	handling	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/332561.mp4	1	1	1	0
spoon	instruments	handling	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/104263.mp4	1	1	1	0
spoon	instruments	object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/55918.mp4	1	0	1	0
spoon	instruments	object+object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/64700.mp4	0+0	0+0	1+0	0+0
spoon	instruments	object+handling	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/161006.mp4	0+0	0+1	1+1	0+0
fork	instruments	object+object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/9123.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/9125.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/74994.mp4	1+0	0+0	1+0	0+0
fork	instruments	object+object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/9130.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/9128.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/177700.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/9124.mp4	1+0	0+0	1+0	0+0
fork	instruments	object+object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/62061.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/214746.mp4	1+0	0+0	1+0	0+0
fork	instruments	object+object	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/9126.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/9131.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/9127.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/9129.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/332535.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/103667.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/55008.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/64563.mp4	0+0	0+0	1+0	0+0
fork	instruments	object+object	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/160138.mp4	1+0	0+0	1+0	0+0
knife	instruments	object+object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/848.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/840.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/311211.mp4	0+0	0+0	1+0	0+0
knife	instruments	handling+object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/845.mp4	0+0	1+0	1+0	0+0
knife	instruments	object+object	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/843.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/183432.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/841.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/86601.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/208869.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/839.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/846.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/842.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/844.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/332419.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Greek Sign Language	https://media.spreadthesign.com/video/mp4/38/218861.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/222364.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/77053.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/70565.mp4	0+0	0+0	1+0	0+0
knife	instruments	object+object	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/235277.mp4	0+0	0+0	1+0	0+0
tooth brush	instruments	object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/13657.mp4	1	0	1	0
tooth brush	instruments	object	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/13659.mp4	1	0	1	0
tooth brush	instruments	object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/50912.mp4	1	0	1	0
tooth brush	instruments	handling	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/13654.mp4	1	1	1	0
tooth brush	instruments	object	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/13652.mp4	1	0	1	0
tooth brush	instruments	object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/177657.mp4	1	0	1	0
tooth brush	instruments	handling	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/13658.mp4	1	1	1	0
tooth brush	instruments	object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/62454.mp4	1	0	1	0
tooth brush	instruments	handling	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/227658.mp4	1	1	1	0
tooth brush	instruments	-&handling	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/141818.mp4	1&1	-&1	-&1	-&0
tooth brush	instruments	handling	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/13655.mp4	1	1	1	0
tooth brush	instruments	object	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/13651.mp4	1	0	1	0
tooth brush	instruments	object	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/13653.mp4	1	0	1	0
tooth brush	instruments	object	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/13656.mp4	1	0	1	0
tooth brush	instruments	handling	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/103007.mp4	1	1	1	0
tooth brush	instruments	-&handling	nonicon&0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/60950.mp4	1&1	-&1	-&1	-&0
tooth brush	instruments	object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/57630.mp4	1	0	1	0
tooth brush	instruments	object	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/54592.mp4	1	0	1	0
comb	instruments	object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/13671.mp4	1	0	1	0
comb	instruments	object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/50799.mp4	1	0	1	0
comb	instruments	handling	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/13678.mp4	1	1	1	0
comb	instruments	handling	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/13676.mp4	1	1	1	0
comb	instruments	handling	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/151878.mp4	1	1	1	0
comb	instruments	handling	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/13672.mp4	1	1	1	0
comb	instruments	object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/59107.mp4	1	0	1	0
comb	instruments	object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/149388.mp4	1	0	1	0
comb	instruments	handling	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/13674.mp4	1	1	1	0
comb	instruments	object	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/13679.mp4	1	0	1	0
comb	instruments	handling	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/13675.mp4	1	1	1	0
comb	instruments	object&tracing	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/13677.mp4	1&0	0&0	1&0	0&0
comb	instruments	object	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/13680.mp4	1	0	1	0
comb	instruments	handling&object	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/102045.mp4	1&1	1&0	1&1	0&0
comb	instruments	object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/60981.mp4	1	0	1	0
comb	instruments	object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/63031.mp4	1	0	1	0
comb	instruments	handling	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/52537.mp4	1	1	1	0
bear	animals	object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/43598.mp4	0	1	1	0
bear	animals	contour	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/35197.mp4	1	0	1	1
bear	animals	handling	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/123615.mp4	1	1	1	0
bear	animals	object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/50457.mp4	1	1	1	0
bear	animals	contour	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/35193.mp4	1	0	0	1
bear	animals	object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/152501.mp4	0	1	1	0
bear	animals	object	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/46570.mp4	0	1	1	0
bear	animals	object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/59484.mp4	1	1	1	0
bear	animals	contour	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/323855.mp4	1	0	1	1
bear	animals	-	dactyl	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/148424.mp4	-	-	-	-
bear	animals	object	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/318397.mp4	0	1	1	0
bear	animals	-&?	nonicon&0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/35194.mp4	-&0	-&1	-&1	-&0
bear	animals	-	nonicon	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/35196.mp4	-	-	-	-
bear	animals	-	nonicon	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/42097.mp4	-	-	-	-
bear	animals	-	nonicon	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/324146.mp4	-	-	-	-
bear	animals	object	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/101987.mp4	0	1	1	0
bear	animals	object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/57029.mp4	0	1	1	0
bear	animals	object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/56574.mp4	1	0	1	1
bear	animals	object	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/52081.mp4	0	1	1	0
dog	animals	object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/13431.mp4	1	0	1	1
dog	animals	-	nonicon	French Sign Language	https://media.spreadthesign.com/video/mp4/10/13432.mp4	-	-	-	-
dog	animals	object&object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/357959.mp4	1&1	1&1	1&1	0&0
dog	animals	object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/13437.mp4	0	1	1	0
dog	animals	tracing	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/13435.mp4	1	0	0	1
dog	animals	-	nonicon	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/178673.mp4	-	-	-	-
dog	animals	object	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/13430.mp4	0	1	1	0
dog	animals	object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/59691.mp4	1	1	1	0
dog	animals	contour	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/262056.mp4	1	0	0	1
dog	animals	object	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/13433.mp4	0	0	1	1
dog	animals	-	nonicon	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/13438.mp4	-	-	-	-
dog	animals	-	nonicon	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/13434.mp4	-	-	-	-
dog	animals	-	nonicon	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/13436.mp4	-	-	-	-
dog	animals	object	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/13439.mp4	1	1	1	0
dog	animals	object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/63227.mp4	1	1	1	0
dog	animals	object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/63043.mp4	1	1	1	0
dog	animals	-	nonicon	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/52119.mp4	-	-	-	-
lion	animals	tracing	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/43708.mp4	1	0	0	1
lion	animals	object	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/35188.mp4	0	1	1	0
lion	animals	tracing	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/48561.mp4	1	0	0	1
lion	animals	object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/50520.mp4	0	1	1	0
lion	animals	tracing	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/35191.mp4	1	0	0	1
lion	animals	object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/198302.mp4	1	1	1	0
lion	animals	tracing	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/46661.mp4	1	0	0	1
lion	animals	tracing	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/59321.mp4	1	0	0	1
lion	animals	object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/155487.mp4	1	1	1	0
lion	animals	tracing	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/336662.mp4	1	0	0	1
lion	animals	tracing	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/35192.mp4	1	0	0	1
lion	animals	tracing	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/35190.mp4	1	0	0	1
lion	animals	tracing	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/42174.mp4	1	0	0	1
lion	animals	tracing	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/309978.mp4	1	0	0	1
lion	animals	tracing	0	Greek Sign Language	https://media.spreadthesign.com/video/mp4/38/212424.mp4	1	0	0	1
lion	animals	object&tracing	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/102484.mp4	0&1	1&0	1&0	0&1
lion	animals	tracing	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/57015.mp4	1	0	0	1
lion	animals	tracing	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/60400.mp4	1	0	0	1
lion	animals	tracing	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/52138.mp4	1	0	0	1
bird	animals	object&object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/13327.mp4	1&0	0&1	1&1	1&0
bird	animals	object	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/13328.mp4	1	0	1	1
bird	animals	object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/124323.mp4	1	0	1	1
bird	animals	object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/13322.mp4	1	0	1	1
bird	animals	object&object	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/13320.mp4	1&0	0&1	1&1	1&0
bird	animals	object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/152516.mp4	1	0	1	1
bird	animals	object	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/13326.mp4	0	1	1	0
bird	animals	object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/59866.mp4	0	1	1	0
bird	animals	object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/228973.mp4	1	0	1	1
bird	animals	object	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/13325.mp4	0	1	1	0
bird	animals	object&object	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/13323.mp4	1&0	0&1	1&1	1&0
bird	animals	object	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/13319.mp4	1	0	1	1
bird	animals	object	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/13321.mp4	1	0	1	1
bird	animals	object	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/324153.mp4	1	0	1	1
bird	animals	object	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/102000.mp4	0	1	1	0
bird	animals	object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/58675.mp4	1	0	1	1
bird	animals	object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/63095.mp4	0	1	1	0
bird	animals	object	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/52105.mp4	1	0	1	1
cow	animals	object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/13308.mp4	1	0	0	1
cow	animals	object	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/13311.mp4	1	0	0	1
cow	animals	object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/357956.mp4	1	0	0	1
cow	animals	object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/13316.mp4	1	0	0	1
cow	animals	object	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/13314.mp4	1	0	0	1
cow	animals	object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/151925.mp4	1	0	0	1
cow	animals	object	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/13309.mp4	1	0	0	1
cow	animals	object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/60592.mp4	1	0	0	1
cow	animals	tracing	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/60590.mp4	1	0	0	1
cow	animals	object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/239657.mp4	1	0	0	1
cow	animals	object	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/13310.mp4	1	0	0	1
cow	animals	object	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/13317.mp4	1	0	0	1
cow	animals	object	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/13313.mp4	1	0	0	1
cow	animals	object	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/13315.mp4	1	0	0	1
cow	animals	object	0	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/13318.mp4	1	0	0	1
cow	animals	object	0	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/102058.mp4	1	0	0	1
cow	animals	object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/55672.mp4	1	0	0	1
cow	animals	object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/63097.mp4	1	0	0	1
cow	animals	tracing	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/53031.mp4	1	0	0	1
frog	animals	object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/13598.mp4	0	1	1	0
frog	animals	object+object	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/13601.mp4	0+0	0+0	1+0	0+0
frog	animals	-	nonicon	American Sign Language	https://media.spreadthesign.com/video/mp4/13/357965.mp4	-	-	-	-
frog	animals	contour	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/13595.mp4	1	0	1	1
frog	animals	object+object	0	Spanish Sign Language	https://media.spreadthesign.com/video/mp4/5/13593.mp4	0+0	0+0	1+0	0+0
frog	animals	object	0	Italian Sign Language	https://media.spreadthesign.com/video/mp4/17/192159.mp4	0	1	1	0
frog	animals	object+object	0	German Sign Language	https://media.spreadthesign.com/video/mp4/9/13599.mp4	0+0	0+0	1+0	0+0
frog	animals	-	nonicon	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/60470.mp4	-	-	-	-
frog	animals	object+object	0	Polish Sign Language	https://media.spreadthesign.com/video/mp4/19/60475.mp4	0+0	0+0	1+0	0+0
frog	animals	object+object	0	Brazilian Sign Language	https://media.spreadthesign.com/video/mp4/14/323047.mp4	0+0	0+0	1+0	0+0
frog	animals	object	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/321018.mp4	0	0	1	0
frog	animals	contour	0	Turkish Sign Language	https://media.spreadthesign.com/video/mp4/11/358781.mp4	1	0	1	1
frog	animals	contour	0	Portuguese Sign Language	https://media.spreadthesign.com/video/mp4/6/13596.mp4	1	0	1	1
frog	animals	object	0	Czech Sign Language	https://media.spreadthesign.com/video/mp4/4/13592.mp4	0	0	1	0
frog	animals	object+object	0	Lithuanian Sign Language	https://media.spreadthesign.com/video/mp4/3/13594.mp4	0+0	0+0	1+0	0+0
frog	animals	-	nonicon	Swedish Sign Language	https://media.spreadthesign.com/video/mp4/2/13597.mp4	1	-	-	-
frog	animals	-	dactyl	Romanian Sign Language	https://media.spreadthesign.com/video/mp4/30/102273.mp4	-	-	-	-
frog	animals	object	0	Latvian Sign Language	https://media.spreadthesign.com/video/mp4/26/60863.mp4	0	1	1	0
frog	animals	object	0	Estonian Sign Language	https://media.spreadthesign.com/video/mp4/25/56764.mp4	0	1	1	0
frog	animals	contour	0	Icelandic Sign Language	https://media.spreadthesign.com/video/mp4/21/52101.mp4	1	0	1	1
turtle	animals	object	0	Russian Sign Language	https://media.spreadthesign.com/video/mp4/12/13461.mp4	0	0	1	0
turtle	animals	object+object	0	French Sign Language	https://media.spreadthesign.com/video/mp4/10/13470.mp4	0+0	0+0	1+0	1+1
turtle	animals	object+object	0	American Sign Language	https://media.spreadthesign.com/video/mp4/13/50931.mp4	0+0	0+0	1+0	1+1
turtle	animals	object+object	0	British Sign Language	https://media.spreadthesign.com/video/mp4/1/13467.mp4	0+0	0+0	1+0	1+1
